description,category
BEVERAGE,Groceries
beverage,Groceries
Baby Food,Groceries
BABY FOOD,Groceries
baby food,Groceries
Pet Food,Groceries
PET FOOD,Groceries
pet food,Groceries
Frozen Food,Groceries
FROZEN FOOD,Groceries
frozen food,Groceries
Canned Goods,Groceries
CANNED GOODS,Groceries
canned goods,Groceries
Pasta,Groceries
PASTA,Groceries
pasta,Groceries
Spices,Groceries
SPICES,Groceries
spices,Groceries
Cleaning Supplies,Groceries
CLEANING SUPPLIES,Groceries
cleaning supplies,Groceries
Wegmans,Groceries
WEGMANS,Groceries
wegmans,Groceries
H-E-B,Groceries
H-E-B,Groceries
h-e-b,Groceries
Meijer,Groceries
MEIJER,Groceries
meijer,Groceries
Albertsons,Groceries
ALBERTSONS,Groceries
albertsons,Groceries
Sprouts Farmers Market,Groceries
SPROUTS FARMERS MARKET,Groceries
sprouts farmers market,Groceries
Winn-Dixie,Groceries
WINN-DIXIE,Groceries
winn-dixie,Groceries
Ralphs,Groceries
RALPHS,Groceries
ralphs,Groceries
Vons,Groceries
VONS,Groceries
vons,Groceries
Food Lion,Groceries
FOOD LION,Groceries
food lion,Groceries
Stop & Shop,Groceries
STOP & SHOP,Groceries
stop & shop,Groceries
Rent,Rent & Housing
RENT,Rent & Housing
rent,Rent & Housing
Mortgage,Rent & Housing
MORTGAGE,Rent & Housing
mortgage,Rent & Housing
Home Insurance,Rent & Housing
HOME INSURANCE,Rent & Housing
home insurance,Rent & Housing
Renter Insurance,Rent & Housing
RENTER INSURANCE,Rent & Housing
renter insurance,Rent & Housing
Security Deposit,Rent & Housing
SECURITY DEPOSIT,Rent & Housing
security deposit,Rent & Housing
Property Management,Rent & Housing
PROPERTY MANAGEMENT,Rent & Housing
property management,Rent & Housing
Home Renovation,Rent & Housing
HOME RENOVATION,Rent & Housing
home renovation,Rent & Housing
Kitchen Remodel,Rent & Housing
KITCHEN REMODEL,Rent & Housing
kitchen remodel,Rent & Housing
Bathroom Renovation,Rent & Housing
BATHROOM RENOVATION,Rent & Housing
bathroom renovation,Rent & Housing
Roof Repair,Rent & Housing
ROOF REPAIR,Rent & Housing
roof repair,Rent & Housing
Window Replacement,Rent & Housing
WINDOW REPLACEMENT,Rent & Housing
window replacement,Rent & Housing
Paint Supplies,Rent & Housing
PAINT SUPPLIES,Rent & Housing
paint supplies,Rent & Housing
Landscaping,Rent & Housing
LANDSCAPING,Rent & Housing
landscaping,Rent & Housing
Moving Company,Rent & Housing
MOVING COMPANY,Rent & Housing
moving company,Rent & Housing
Storage Unit,Rent & Housing
STORAGE UNIT,Rent & Housing
storage unit,Rent & Housing
Furniture Assembly,Rent & Housing
FURNITURE ASSEMBLY,Rent & Housing
furniture assembly,Rent & Housing
Carpet Cleaning,Rent & Housing
CARPET CLEANING,Rent & Housing
carpet cleaning,Rent & Housing
Appliance Repair,Rent & Housing
APPLIANCE REPAIR,Rent & Housing
appliance repair,Rent & Housing
Smart Home Device,Rent & Housing
SMART HOME DEVICE,Rent & Housing
smart home device,Rent & Housing
Door Lock,Rent & Housing
DOOR LOCK,Rent & Housing
door lock,Rent & Housing
U-Haul,Rent & Housing
U-HAUL,Rent & Housing
u-haul,Rent & Housing
Public Storage,Rent & Housing
PUBLIC STORAGE,Rent & Housing
public storage,Rent & Housing
Extra Space Storage,Rent & Housing
EXTRA SPACE STORAGE,Rent & Housing
extra space storage,Rent & Housing
Apartment,Rent & Housing
APARTMENT,Rent & Housing
apartment,Rent & Housing
Leasing Office,Rent & Housing
LEASING OFFICE,Rent & Housing
leasing office,Rent & Housing
HOA Fee,Rent & Housing
HOA FEE,Rent & Housing
hoa fee,Rent & Housing
Plumber,Rent & Housing
PLUMBER,Rent & Housing
plumber,Rent & Housing
Electrician Service,Rent & Housing
ELECTRICIAN SERVICE,Rent & Housing
electrician service,Rent & Housing
Home Depot,Rent & Housing
HOME DEPOT,Rent & Housing
home depot,Rent & Housing
Salary,Income
SALARY,Income
salary,Income
Freelance,Income
FREELANCE,Income
freelance,Income
Consulting,Income
CONSULTING,Income
consulting,Income
Dividend,Income
DIVIDEND,Income
dividend,Income
Stock Sale,Income
STOCK SALE,Income
stock sale,Income
Rental Income,Income
RENTAL INCOME,Income
rental income,Income
Side Hustle,Income
SIDE HUSTLE,Income
side hustle,Income
Part Time Job,Income
PART TIME JOB,Income
part time job,Income
Bonus,Income
BONUS,Income
bonus,Income
Commission,Income
COMMISSION,Income
commission,Income
Tax Refund,Income
TAX REFUND,Income
tax refund,Income
Interest Income,Income
INTEREST INCOME,Income
interest income,Income
Cashback,Income
CASHBACK,Income
cashback,Income
Gift Money,Income
GIFT MONEY,Income
gift money,Income
Sold Items,Income
SOLD ITEMS,Income
sold items,Income
Tutoring Income,Income
TUTORING INCOME,Income
tutoring income,Income
YouTube Ad Revenue,Income
YOUTUBE AD REVENUE,Income
youtube ad revenue,Income
Adsense,Income
ADSENSE,Income
adsense,Income
Photography Gig,Income
PHOTOGRAPHY GIG,Income
photography gig,Income
Music Royalty,Income
MUSIC ROYALTY,Income
music royalty,Income
Payroll,Income
PAYROLL,Income
payroll,Income
Direct Deposit,Income
DIRECT DEPOSIT,Income
direct deposit,Income
Venmo Deposit,Income
VENMO DEPOSIT,Income
venmo deposit,Income
Zelle Transfer,Income
ZELLE TRANSFER,Income
zelle transfer,Income
Cash App Transfer,Income
CASH APP TRANSFER,Income
cash app transfer,Income
Stripe Payout,Income
STRIPE PAYOUT,Income
stripe payout,Income
PayPal Transfer,Income
PAYPAL TRANSFER,Income
paypal transfer,Income
Upwork,Income
UPWORK,Income
upwork,Income
Fiverr,Income
FIVERR,Income
fiverr,Income
Uber Earnings,Income
UBER EARNINGS,Income
uber earnings,Income
ATM,Other
ATM,Other
atm,Other
Bank Fee,Other
BANK FEE,Other
bank fee,Other
Wire Transfer,Other
WIRE TRANSFER,Other
wire transfer,Other
Currency Exchange,Other
CURRENCY EXCHANGE,Other
currency exchange,Other
Donation,Other
DONATION,Other
donation,Other
Tithe,Other
TITHE,Other
tithe,Other
Political Contribution,Other
POLITICAL CONTRIBUTION,Other
political contribution,Other
Legal Fee,Other
LEGAL FEE,Other
legal fee,Other
Accounting,Other
ACCOUNTING,Other
accounting,Other
Notary,Other
NOTARY,Other
notary,Other
Passport Photo,Other
PASSPORT PHOTO,Other
passport photo,Other
Dry Cleaning,Other
DRY CLEANING,Other
dry cleaning,Other
Tailoring,Other
TAILORING,Other
tailoring,Other
Key Duplication,Other
KEY DUPLICATION,Other
key duplication,Other
Shoe Repair,Other
SHOE REPAIR,Other
shoe repair,Other
Car Detailing,Other
CAR DETAILING,Other
car detailing,Other
Pet Grooming,Other
PET GROOMING,Other
pet grooming,Other
Veterinary,Other
VETERINARY,Other
veterinary,Other
Pet Supplies,Other
PET SUPPLIES,Other
pet supplies,Other
Daycare,Other
DAYCARE,Other
daycare,Other
Babysitter,Other
BABYSITTER,Other
babysitter,Other
Birthday Party,Other
BIRTHDAY PARTY,Other
birthday party,Other
Wedding Gift,Other
WEDDING GIFT,Other
wedding gift,Other
Funeral Flowers,Other
FUNERAL FLOWERS,Other
funeral flowers,Other
Lottery Ticket,Other
LOTTERY TICKET,Other
lottery ticket,Other
Post Office,Other
POST OFFICE,Other
post office,Other
FedEx,Other
FEDEX,Other
fedex,Other
UPS,Other
UPS,Other
ups,Other
DHL,Other
DHL,Other
dhl,Other
USPS,Other
USPS,Other
usps,Other
Charity,Other
CHARITY,Other
charity,Other
GoFundMe,Other
GOFUNDME,Other
gofundme,Other
Overdraft Fee,Other
OVERDRAFT FEE,Other
overdraft fee,Other
Late Fee,Other
LATE FEE,Other
late fee,Other
Maintenance Fee,Other
MAINTENANCE FEE,Other
maintenance fee,Other
Parking Ticket,Other
PARKING TICKET,Other
parking ticket,Other
Speeding Ticket,Other
SPEEDING TICKET,Other
speeding ticket,Other
online order cox communications store,Bills & Utilities
CHICK-FIL-A,Food & Dining
Purchase at Bookstore,Education
DHL,Other
Transfer to Canva online,Subscriptions
ACH Khan Academy,Education
POS TRANSACTION COMCAST,Bills & Utilities
DEBIT CARD FOOD LION,Groceries
ALDI STORE  #7696,Groceries
Debit Card Steam,Entertainment
ASIAN GROCERY  #3275,Groceries
FURNITURE ASSEMBLY,Rent & Housing
UBER EATS,Food & Dining
ONLINE ORDER CAR RENTAL,Transportation
Website Hosting  #9436,Subscriptions
KITCHEN REMODEL  #1373  2/7,Rent & Housing
Payment to LA Fitness shop  1/23,Health & Fitness
Veterinary,Other
FITNESS APP PAYMENT,Health & Fitness
Dashlane  #4601,Subscriptions
SPECTRUM SHOP,Bills & Utilities
COX COMMUNICATIONS  5/25,Bills & Utilities
PET GROOMING,Other
payment to american airlines,Travel
STATE FARM INC,Transportation
Transfer to T-Mobile  #1589,Bills & Utilities
Daycare shop  #5560,Other
ACH GIFT MONEY,Income
PURCHASE AT STATE FARM  #692  8/22,Transportation
Salary,Income
POS Transaction Leasing Office shop,Rent & Housing
VENMO DEPOSIT  9/19,Income
NETFLIX SHOP,Subscriptions
ACH HERTZ,Travel
CHATGPT PLUS  #1002,Subscriptions
ONLINE ORDER ROOF REPAIR  8/27,Rent & Housing
ACH SNACKS LLC  #8276,Groceries
university  7/4,Education
CHIPOTLE,Food & Dining
LEASING OFFICE,Rent & Housing
Credit Card Pet Grooming  #8606,Other
Certification  #4454,Education
POS Transaction Chick-fil-A  #4516,Food & Dining
PURCHASE AT CHEGG ONLINE,Education
Cinemark  4/5,Entertainment
DEBIT CARD GIFT SHOP,Shopping
Grammarly inc,Subscriptions
VENMO DEPOSIT,Income
Duke Energy  #808,Bills & Utilities
POS TRANSACTION SNACKS,Groceries
ONLINE ORDER WIX,Subscriptions
PERSONAL TRAINER,Health & Fitness
QUIZLET  #1711,Education
Jio  8/8,Bills & Utilities
Canned Goods,Groceries
Transfer to Jio  #6518  11/12,Bills & Utilities
walmart  #9871,Shopping
RESORT,Travel
purchase at vegetable stand shop  #4155,Groceries
BATHROOM RENOVATION SHOP  #9883,Rent & Housing
TRANSFER TO MUSIC ROYALTY SHOP  6/15,Income
CREDIT CARD COSTCO GROCERY,Groceries
ONLINE ORDER HOA DUES,Bills & Utilities
ONLINE ORDER TUTORING,Education
Purchase at Travel Photography online,Travel
BOOK STORE ONLINE  #1688,Shopping
Electric Bill,Bills & Utilities
Shopify  #9930,Subscriptions
APPLE STORE,Shopping
Credit Card Wayfair online  #2463,Shopping
TRANSFER TO SONY STORE  #9445,Shopping
ICE CREAM  5/15,Food & Dining
PAYMENT TO GRE TEST ONLINE,Education
UBER EARNINGS,Income
Physical Therapy shop  4/22,Health & Fitness
Mini Golf online,Entertainment
UPWORK,Income
transfer to blue cross llc  #853,Health & Fitness
Spectrum,Bills & Utilities
Transfer to Car Detailing payment,Other
GIFT MONEY  #2405,Income
Currency Exchange  #5725  2/5,Other
U-Haul,Rent & Housing
Doctor Visit,Health & Fitness
HOA DUES  6/20,Bills & Utilities
Ola  7/10,Transportation
Bath & Body Works,Shopping
progressive  9/24,Transportation
ACH SURGERY LLC,Health & Fitness
PATREON,Subscriptions
Debit Card AWS,Subscriptions
ONLINE ORDER DENTAL INSURANCE,Health & Fitness
ACH BLUE CROSS  #7612  4/3,Health & Fitness
TRAVEL PHOTOGRAPHY,Travel
Purchase at Carpet Cleaning  #266,Rent & Housing
Credit Card GRE Test,Education
AWS  #7177,Subscriptions
Skillshare payment,Education
STORAGE UNIT,Rent & Housing
Debit Card Textbook,Education
Video Game,Entertainment
ATM  #7467,Other
chegg  #6991  4/25,Education
TRAVEL ADAPTER,Travel
BUS PASS  #4012,Transportation
POS Transaction Holiday Inn  #3097,Travel
Skillshare,Education
KITCHEN REMODEL,Rent & Housing
MOBIL  2/9,Transportation
COURSERA STORE  #5873  4/2,Education
Mailchimp,Subscriptions
EQUINOX,Health & Fitness
Payment to Electrician,Bills & Utilities
debit card fiverr,Income
WALGREENS,Health & Fitness
TRAMPOLINE PARK LLC,Entertainment
CREDIT CARD BATHROOM RENOVATION  #6002,Rent & Housing
CREDIT CARD DOMINO'S PIZZA  #731,Food & Dining
Samsonite  #4791,Travel
Transfer to Walmart Grocery,Groceries
Calculator,Education
Waste Management llc,Bills & Utilities
TRANSFER TO DONATION PAYMENT,Other
PAYMENT TO DIVIDEND SHOP,Income
SEPHORA  #1604,Shopping
VERIZON  #9364  10/4,Bills & Utilities
BUS PASS,Transportation
PURCHASE AT EYE DOCTOR,Health & Fitness
BUDGET  #8769,Travel
CREDIT CARD JIMMY JOHNS,Food & Dining
Side Hustle  #1179,Income
Shopify,Subscriptions
VETERINARY  12/24,Other
Chevron,Transportation
Gap  7/3,Shopping
POS Transaction Scholarship,Education
Veterinary inc,Other
ACH Holiday Inn  12/6,Travel
SAT Prep online  #3453,Education
Credit Card Eye Doctor,Health & Fitness
POS Transaction Bus Pass store,Transportation
Home Depot payment,Shopping
Online order Appliance Repair payment  #616  7/13,Rent & Housing
KITCHEN REMODEL  #4627  9/28,Rent & Housing
Student Loan,Education
purchase at stock sale,Income
TRANSFER TO DISNEY+,Subscriptions
PURCHASE AT WENDY'S PAYMENT  #6516,Food & Dining
TRANSFER TO AMC CINEMA,Entertainment
HOA Fee llc  #8373,Rent & Housing
PEET'S COFFEE PAYMENT  #1532,Food & Dining
Textbook online  #2453,Education
roof repair  5/1,Rent & Housing
Peet's Coffee inc,Food & Dining
PAYMENT TO PEET'S COFFEE,Food & Dining
DEBIT CARD TOLL  #4089,Transportation
Debit Card Rapido store,Transportation
POS Transaction TOEFL Exam,Education
car detailing,Other
SPORTS EVENT  8/26,Entertainment
Duke Energy,Bills & Utilities
POS Transaction Lululemon,Shopping
purchase at lawn care payment,Bills & Utilities
Bulk Food payment  #9439,Groceries
PEET'S COFFEE SHOP,Food & Dining
ACH CANVA,Subscriptions
xbox game pass,Entertainment
Xbox Game Pass  2/13,Entertainment
Online order Maintenance Fee  #1811,Other
Sallie Mae,Education
AMERICAN AIRLINES SHOP,Travel
Credit Card Notary,Other
Online order GRE Test,Education
Geico store,Transportation
DEBIT CARD PHYSICAL THERAPY  #7154,Health & Fitness
DEBIT CARD THEME PARK,Entertainment
POS Transaction McAfee,Subscriptions
PAYMENT TO PAYPAL TRANSFER,Income
CONTACT LENSES SHOP,Health & Fitness
State Farm,Transportation
Salesforce,Subscriptions
1Password,Subscriptions
Dermatologist  #9302,Health & Fitness
Credit Card Domain Name,Subscriptions
chegg,Education
Smart Home Device,Rent & Housing
ENTERPRISE RENT-A-CAR STORE,Travel
DEBIT CARD SPOTIFY,Entertainment
COLLEGE TUITION PAYMENT  9/10,Education
POS Transaction Expedia,Travel
ach mini golf  #3463,Entertainment
CREDIT CARD MOVIE THEATER,Entertainment
starbucks,Food & Dining
CREDIT CARD VENMO DEPOSIT,Income
Car Wash payment,Transportation
Newspaper llc,Subscriptions
Electricity Board,Bills & Utilities
KITCHEN REMODEL,Rent & Housing
Regal Cinemas payment  #2581,Entertainment
AIRPORT LOUNGE  #9489,Travel
at&t,Bills & Utilities
GYM MEMBERSHIP  9/8,Health & Fitness
debit card travel photography store,Travel
Credit Card Maintenance Fee  #1151,Other
POS TRANSACTION UPS,Other
Donation shop,Other
FEDEX  1/6,Other
Fiverr llc,Income
Wix online,Subscriptions
ONLINE ORDER ATM  #452,Other
BATH & BODY WORKS,Shopping
TRANSFER TO ELECTRICITY BOARD  #9895,Bills & Utilities
Debit Card Taxi,Transportation
HULU PREMIUM,Subscriptions
H-E-B STORE  #176,Groceries
purchase at international sim,Travel
UPS  #8143  5/3,Other
Payment to Book Club payment  #6690,Entertainment
ACH SUNOCO  #5539,Transportation
ONLINE ORDER COSTCO  #1567,Shopping
ACH AIRPORT PARKING  #6190,Transportation
PURCHASE AT UBER EARNINGS ONLINE  #7586,Income
FRESH FRUITS,Groceries
sallie mae llc  5/10,Education
Netflix,Entertainment
Water Bill  #6479,Bills & Utilities
transfer to equinox inc  3/10,Health & Fitness
Purchase at Venmo Deposit  12/6,Income
TRANSFER TO STOP & SHOP  #9687  3/12,Groceries
PURCHASE AT LINKEDIN LEARNING  #6917,Education
TEMU  #9798,Shopping
Online order Cashback,Income
ONLINE ORDER SPEEDING TICKET PAYMENT,Other
POS TRANSACTION SPRINT,Bills & Utilities
NETFLIX,Subscriptions
Domino's Pizza,Food & Dining
ACH Library Fine,Education
PAYMENT TO SPOTIFY STORE  #5617,Subscriptions
Payment to Notary  #8076,Other
HOA DUES,Bills & Utilities
CREDIT CARD HULU PREMIUM  5/6,Subscriptions
AMTRAK INC,Transportation
TRANSFER TO MENTAL HEALTH STORE,Health & Fitness
Moving Company,Rent & Housing
TRANSFER TO GRAMMARLY  #966,Subscriptions
Chiropractor,Health & Fitness
iCloud online,Subscriptions
Credit Card Conference,Education
HOME CLEANING SHOP,Bills & Utilities
ACH QUIKTRIP ONLINE  2/16,Transportation
ACH Fitness App,Health & Fitness
LUNCH CAFE,Food & Dining
Purchase at Lowe's  #9286,Shopping
Credit Card Jersey Mikes payment  12/20,Food & Dining
debit card google one  #1156,Subscriptions
ACH SOLD ITEMS,Income
ONLINE ORDER SUSHI BAR INC  #4018,Food & Dining
TACO BELL  #3042,Food & Dining
Online order Apple TV,Entertainment
spotify,Subscriptions
TINDER  #3297,Subscriptions
TAX REFUND  #8120,Income
ONLINE ORDER HOME CLEANING ONLINE,Bills & Utilities
Pharmacy,Health & Fitness
PURCHASE AT HELLOFRESH,Subscriptions
Coding Bootcamp  #5647,Education
POS TRANSACTION UBER EATS,Food & Dining
Patreon,Subscriptions
LYFT,Transportation
KARAOKE  #7988,Entertainment
HOME INSURANCE  #6743,Rent & Housing
Italian Bistro  #2391,Food & Dining
Purchase at Valvoline  #644,Transportation
adsense  #393,Income
ACH SAFEWAY STORE  9/23,Groceries
ONLINE ORDER APPLE TV,Entertainment
FOREVER 21  12/21,Shopping
AJIO,Shopping
PURCHASE AT OVERDRAFT FEE ONLINE,Other
POS TRANSACTION APPLIANCE REPAIR  4/19,Rent & Housing
Spotify online,Entertainment
SHOE REPAIR  5/18,Other
Purchase at Asos,Shopping
ONLINE ORDER REI STORE  #5627  1/15,Travel
TRANSFER TO CONSULTING,Income
Zelle Transfer  #2966,Income
GIFT SHOP,Shopping
HOA Dues,Bills & Utilities
GNC SHOP  #461,Health & Fitness
transfer to avis  5/9,Travel
CREDIT CARD DHL,Other
Marriott  #9893  5/23,Travel
Debit Card Bus Pass,Transportation
Contact Lenses inc,Health & Fitness
ACH Target llc  #8049,Shopping
Transfer to ATM  #5865,Other
STOP & SHOP ONLINE  5/18,Groceries
PANERA BREAD,Food & Dining
online order tailoring  11/18,Other
ACH Zomato  #799,Food & Dining
Upwork payment,Income
MCDONALD'S INC  #6926,Food & Dining
Fish Market,Groceries
PURCHASE AT WINDOW REPLACEMENT,Rent & Housing
Online order Car Battery shop,Transportation
EBAY  8/21,Shopping
ACH Key Duplication,Other
Payment to Chipotle shop  #3970,Food & Dining
SOLD ITEMS,Income
Appliance Repair inc,Rent & Housing
PURCHASE AT DMV,Transportation
kitchen remodel  6/26,Rent & Housing
SWIGGY  #8284,Food & Dining
Laundry,Bills & Utilities
Gap  1/26,Shopping
Trampoline Park,Entertainment
payment to chegg,Education
GNC,Health & Fitness
TARGET GROCERY,Groceries
ACH Water Bill,Bills & Utilities
PURCHASE AT BLUE APRON LLC,Subscriptions
PAYMENT TO YOUTUBE PREMIUM,Subscriptions
Debit Card Babysitter  #8058,Other
ach doctor visit,Health & Fitness
COSTCO GROCERY  4/23,Groceries
Zoom,Subscriptions
purchase at wix  #2417,Subscriptions
Online order Concert Tickets  7/20,Entertainment
POS TRANSACTION QUIZLET,Education
Online order Restaurant  #4856  12/13,Food & Dining
MARSHALLS,Shopping
PAYMENT TO SCHOOL SUPPLIES LLC  #5183  6/12,Education
DEBIT CARD PROPERTY MANAGEMENT,Rent & Housing
POS Transaction iCloud llc  #9543,Subscriptions
Bathroom Renovation  7/13,Rent & Housing
PAYMENT TO NETFLIX,Entertainment
Jio,Bills & Utilities
Online order Ulta,Shopping
IKEA  #388,Shopping
Crunch Fitness,Health & Fitness
Wix  4/28,Subscriptions
Transfer to Amtrak llc,Transportation
PURCHASE AT DOMAIN NAME,Subscriptions
BOARD GAME,Entertainment
Photography Gig  #6871,Income
PAYMENT TO PUBLIX PAYMENT,Groceries
PAYMENT TO ALDI  #8461  10/18,Groceries
